X,robust_vout,R-open_(Vt shift),R_Short,G-D short,G-S short,D-S short
1.025,0.862891798,0.999907526,0.000153226,0.862891798,1.025,1
1.026,0.863731677,0.999909634,0.000153445,0.863731677,1.026,1
1.027,0.864571557,0.999911741,0.000153664,0.864571557,1.027,1
1.028,0.865411436,0.999913849,0.000153882,0.865411436,1.028,1
1.029,0.866251316,0.999915956,0.000154101,0.866251316,1.029,1
1.03,0.867091195,0.999918064,0.00015432,0.867091195,1.03,1
1.031,0.867931075,0.999920171,0.000154539,0.867931075,1.031,1
1.032,0.868770954,0.999922279,0.000154758,0.868770954,1.032,1
1.033,0.869610834,0.999924386,0.000154977,0.869610834,1.033,1
1.034,0.870450714,0.999926494,0.000155196,0.870450714,1.034,1
1.035,0.871290593,0.999928601,0.000155414,0.871290593,1.035,1
1.036,0.872130473,0.999930709,0.000155633,0.872130473,1.036,1
1.037,0.872970352,0.999932816,0.000155852,0.872970352,1.037,1
1.038,0.873810232,0.999934924,0.000156071,0.873810232,1.038,1
1.039,0.874650111,0.999937031,0.00015629,0.874650111,1.039,1
1.04,0.875489991,0.999939138,0.000156509,0.875489991,1.04,1
1.041,0.876151263,0.999939644,0.000156733,0.876151263,1.041,1
1.042,0.876812536,0.999940149,0.000156958,0.876812536,1.042,1
1.043,0.877473808,0.999940655,0.000157183,0.877473808,1.043,1
1.044,0.87813508,0.99994116,0.000157407,0.87813508,1.044,1
1.045,0.878796353,0.999941666,0.000157632,0.878796353,1.045,1
1.046,0.879457625,0.999942171,0.000157857,0.879457625,1.046,1
1.047,0.880118897,0.999942676,0.000158081,0.880118897,1.047,1
1.048,0.88078017,0.999943182,0.000158306,0.88078017,1.048,1
1.049,0.881441442,0.999943687,0.000158531,0.881441442,1.049,1
1.05,0.882102715,0.999944193,0.000158755,0.882102715,1.05,1
1.051,0.882763987,0.999944698,0.00015898,0.882763987,1.051,1
1.052,0.883425259,0.999945203,0.000159205,0.883425259,1.052,1
1.053,0.884086532,0.999945709,0.000159429,0.884086532,1.053,1
1.054,0.884747804,0.999946214,0.000159654,0.884747804,1.054,1
1.055,0.885409076,0.99994672,0.000159879,0.885409076,1.055,1
1.056,0.886070349,0.999947225,0.000160103,0.886070349,1.056,1
1.057,0.886731621,0.99994773,0.000160328,0.886731621,1.057,1
1.058,0.887392894,0.999948236,0.000160553,0.887392894,1.058,1
1.059,0.888054166,0.999948741,0.000160777,0.888054166,1.059,1
1.06,0.888715438,0.999949247,0.000161002,0.888715438,1.06,1
1.061,0.889376711,0.999949752,0.000161227,0.889376711,1.061,1
1.062,0.890037983,0.999950257,0.000161451,0.890037983,1.062,1
1.063,0.890699255,0.999950763,0.000161676,0.890699255,1.063,1
1.064,0.891360528,0.999951268,0.000161901,0.891360528,1.064,1
1.065,0.8920218,0.999951774,0.000162125,0.8920218,1.065,1
1.066,0.892683072,0.999952279,0.00016235,0.892683072,1.066,1
1.067,0.893344345,0.999952784,0.000162575,0.893344345,1.067,1
1.068,0.894005617,0.99995329,0.000162799,0.894005617,1.068,1
1.069,0.89466689,0.999953795,0.000163024,0.89466689,1.069,1
1.07,0.895328162,0.999954301,0.000163249,0.895328162,1.07,1
1.071,0.895989434,0.999954806,0.000163473,0.895989434,1.071,1
1.072,0.896650707,0.999955311,0.000163698,0.896650707,1.072,1
1.073,0.897311979,0.999955817,0.000163923,0.897311979,1.073,1
1.074,0.897973251,0.999956322,0.000164147,0.897973251,1.074,1
1.075,0.898634524,0.999956828,0.000164372,0.898634524,1.075,1
1.076,0.899295796,0.999957333,0.000164597,0.899295796,1.076,1
1.077,0.899957069,0.999957838,0.000164821,0.899957069,1.077,1
1.078,0.900618341,0.999958344,0.000165046,0.900618341,1.078,1
1.079,0.901279613,0.999958849,0.000165271,0.901279613,1.079,1
1.08,0.901940886,0.999959355,0.000165495,0.901940886,1.08,1
1.081,0.902602158,0.99995986,0.00016572,0.902602158,1.081,1
1.082,0.90326343,0.999960365,0.000165945,0.90326343,1.082,1
1.083,0.903924703,0.999960871,0.000166169,0.903924703,1.083,1
1.084,0.904585975,0.999961376,0.000166394,0.904585975,1.084,1
1.085,0.905247247,0.999961882,0.000166619,0.905247247,1.085,1
1.086,0.90590852,0.999962387,0.000166843,0.90590852,1.086,1
1.087,0.906569792,0.999962893,0.000167068,0.906569792,1.087,1
1.088,0.907231065,0.999963398,0.000167293,0.907231065,1.088,1
1.089,0.907892337,0.999963903,0.000167517,0.907892337,1.089,1
1.09,0.908553609,0.999964409,0.000167742,0.908553609,1.09,1
1.091,0.909214882,0.999964914,0.000167967,0.909214882,1.091,1
1.092,0.909876154,0.99996542,0.000168191,0.909876154,1.092,1
1.093,0.910537426,0.999965925,0.000168416,0.910537426,1.093,1
1.094,0.911198699,0.99996643,0.000168641,0.911198699,1.094,1
1.095,0.911859971,0.999966936,0.000168865,0.911859971,1.095,1
1.096,0.912521244,0.999967441,0.00016909,0.912521244,1.096,1
1.097,0.913182516,0.999967947,0.000169315,0.913182516,1.097,1
1.098,0.913843788,0.999968452,0.000169539,0.913843788,1.098,1
1.099,0.914505061,0.999968957,0.000169764,0.914505061,1.099,1
1.1,0.915166333,0.999969463,0.000169988,0.915166333,1.1,1
1.101,0.915827605,0.999969968,0.000170213,0.915827605,1.101,1
1.102,0.916488878,0.999970474,0.000170438,0.916488878,1.102,1
1.103,0.91715015,0.999970979,0.000170662,0.91715015,1.103,1
1.104,0.917811423,0.999971484,0.000170887,0.917811423,1.104,1
1.105,0.918472695,0.99997199,0.000171112,0.918472695,1.105,1
1.106,0.919133967,0.999972495,0.000171336,0.919133967,1.106,1
1.107,0.91979524,0.999973001,0.000171561,0.91979524,1.107,1
1.108,0.920456512,0.999973506,0.000171786,0.920456512,1.108,1
1.109,0.921117784,0.999974011,0.00017201,0.921117784,1.109,1
1.11,0.921779057,0.999974517,0.000172235,0.921779057,1.11,1
1.111,0.922440329,0.999975022,0.00017246,0.922440329,1.111,1
1.112,0.923101601,0.999975528,0.000172684,0.923101601,1.112,1
1.113,0.923762874,0.999976033,0.000172909,0.923762874,1.113,1
1.114,0.924424146,0.999976538,0.000173134,0.924424146,1.114,1
1.115,0.925085419,0.999977044,0.000173358,0.925085419,1.115,1
1.116,0.925746691,0.999977549,0.000173583,0.925746691,1.116,1
1.117,0.926407963,0.999978055,0.000173808,0.926407963,1.117,1
1.118,0.927069236,0.99997856,0.000174032,0.927069236,1.118,1
1.119,0.927730508,0.999979065,0.000174257,0.927730508,1.119,1
1.12,0.92839178,0.999979571,0.000174482,0.92839178,1.12,1
1.121,0.928751113,0.999979703,0.000174712,0.928751113,1.121,1
1.122,0.929110445,0.999979836,0.000174942,0.929110445,1.122,1
1.123,0.929469777,0.999979968,0.000175172,0.929469777,1.123,1
1.124,0.929829109,0.999980101,0.000175401,0.929829109,1.124,1
1.125,0.930188442,0.999980233,0.000175631,0.930188442,1.125,1
1.126,0.930547774,0.999980366,0.000175861,0.930547774,1.126,1
1.127,0.930907106,0.999980498,0.000176091,0.930907106,1.127,1
1.128,0.931266438,0.999980631,0.000176321,0.931266438,1.128,1
1.129,0.931625771,0.999980763,0.000176551,0.931625771,1.129,1
1.13,0.931985103,0.999980896,0.000176781,0.931985103,1.13,1
1.131,0.932344435,0.999981028,0.000177011,0.932344435,1.131,1
1.132,0.932703767,0.999981161,0.000177241,0.932703767,1.132,1
1.133,0.933063099,0.999981293,0.000177471,0.933063099,1.133,1
1.134,0.933422432,0.999981426,0.000177701,0.933422432,1.134,1
1.135,0.933781764,0.999981558,0.000177931,0.933781764,1.135,1
1.136,0.934141096,0.999981691,0.000178161,0.934141096,1.136,1
1.137,0.934500428,0.999981823,0.000178391,0.934500428,1.137,1
1.138,0.934859761,0.999981956,0.000178621,0.934859761,1.138,1
1.139,0.935219093,0.999982088,0.000178851,0.935219093,1.139,1
1.14,0.935578425,0.999982221,0.00017908,0.935578425,1.14,1
1.141,0.935937757,0.999982353,0.00017931,0.935937757,1.141,1
1.142,0.93629709,0.999982486,0.00017954,0.93629709,1.142,1
1.143,0.936656422,0.999982618,0.00017977,0.936656422,1.143,1
1.144,0.937015754,0.999982751,0.00018,0.937015754,1.144,1
1.145,0.937375086,0.999982883,0.00018023,0.937375086,1.145,1
1.146,0.937734419,0.999983015,0.00018046,0.937734419,1.146,1
1.147,0.938093751,0.999983148,0.00018069,0.938093751,1.147,1
1.148,0.938453083,0.99998328,0.00018092,0.938453083,1.148,1
1.149,0.938812415,0.999983413,0.00018115,0.938812415,1.149,1
1.15,0.939171747,0.999983545,0.00018138,0.939171747,1.15,1
1.151,0.93953108,0.999983678,0.00018161,0.93953108,1.151,1
1.152,0.939890412,0.99998381,0.00018184,0.939890412,1.152,1
1.153,0.940249744,0.999983943,0.00018207,0.940249744,1.153,1
1.154,0.940609076,0.999984075,0.0001823,0.940609076,1.154,1
1.155,0.940968409,0.999984208,0.000182529,0.940968409,1.155,1
1.156,0.941327741,0.99998434,0.000182759,0.941327741,1.156,1
1.157,0.941687073,0.999984473,0.000182989,0.941687073,1.157,1
1.158,0.942046405,0.999984605,0.000183219,0.942046405,1.158,1
1.159,0.942405738,0.999984738,0.000183449,0.942405738,1.159,1
1.16,0.94276507,0.99998487,0.000183679,0.94276507,1.16,1
1.161,0.943124402,0.999985003,0.000183909,0.943124402,1.161,1
1.162,0.943483734,0.999985135,0.000184139,0.943483734,1.162,1
1.163,0.943843067,0.999985268,0.000184369,0.943843067,1.163,1
1.164,0.944202399,0.9999854,0.000184599,0.944202399,1.164,1
1.165,0.944561731,0.999985533,0.000184829,0.944561731,1.165,1
1.166,0.944921063,0.999985665,0.000185059,0.944921063,1.166,1
1.167,0.945280396,0.999985798,0.000185289,0.945280396,1.167,1
1.168,0.945639728,0.99998593,0.000185519,0.945639728,1.168,1
1.169,0.94599906,0.999986063,0.000185749,0.94599906,1.169,1
1.17,0.946358392,0.999986195,0.000185979,0.946358392,1.17,1
1.171,0.946717724,0.999986328,0.000186208,0.946717724,1.171,1
1.172,0.947077057,0.99998646,0.000186438,0.947077057,1.172,1
1.173,0.947436389,0.999986593,0.000186668,0.947436389,1.173,1
1.174,0.947795721,0.999986725,0.000186898,0.947795721,1.174,1
1.175,0.948155053,0.999986858,0.000187128,0.948155053,1.175,1
1.176,0.948514386,0.99998699,0.000187358,0.948514386,1.176,1
1.177,0.948873718,0.999987123,0.000187588,0.948873718,1.177,1
1.178,0.94923305,0.999987255,0.000187818,0.94923305,1.178,1
1.179,0.949592382,0.999987388,0.000188048,0.949592382,1.179,1
1.18,0.949951715,0.99998752,0.000188278,0.949951715,1.18,1
1.181,0.950311047,0.999987652,0.000188508,0.950311047,1.181,1
1.182,0.950670379,0.999987785,0.000188738,0.950670379,1.182,1
1.183,0.951029711,0.999987917,0.000188968,0.951029711,1.183,1
1.184,0.951389044,0.99998805,0.000189198,0.951389044,1.184,1
1.185,0.951748376,0.999988182,0.000189428,0.951748376,1.185,1
1.186,0.952107708,0.999988315,0.000189658,0.952107708,1.186,1
1.187,0.95246704,0.999988447,0.000189887,0.95246704,1.187,1
1.188,0.952826372,0.99998858,0.000190117,0.952826372,1.188,1
1.189,0.953185705,0.999988712,0.000190347,0.953185705,1.189,1
1.19,0.953545037,0.999988845,0.000190577,0.953545037,1.19,1
1.191,0.953904369,0.999988977,0.000190807,0.953904369,1.191,1
1.192,0.954263701,0.99998911,0.000191037,0.954263701,1.192,1
1.193,0.954623034,0.999989242,0.000191267,0.954623034,1.193,1
1.194,0.954982366,0.999989375,0.000191497,0.954982366,1.194,1
1.195,0.955341698,0.999989507,0.000191727,0.955341698,1.195,1
1.196,0.95570103,0.99998964,0.000191957,0.95570103,1.196,1
1.197,0.956060363,0.999989772,0.000192187,0.956060363,1.197,1
1.198,0.956419695,0.999989905,0.000192417,0.956419695,1.198,1
1.199,0.956779027,0.999990037,0.000192647,0.956779027,1.199,1
1.2,0.957138359,0.99999017,0.000192877,0.957138359,1.2,1
1.201,0.957288965,0.99999021,0.000193111,0.957288965,1.201,1
1.202,0.957439571,0.999990251,0.000193345,0.957439571,1.202,1
1.203,0.957590176,0.999990291,0.000193579,0.957590176,1.203,1
1.204,0.957740782,0.999990332,0.000193813,0.957740782,1.204,1
1.205,0.957891388,0.999990373,0.000194047,0.957891388,1.205,1
1.206,0.958041993,0.999990413,0.000194281,0.958041993,1.206,1
1.207,0.958192599,0.999990454,0.000194516,0.958192599,1.207,1
1.208,0.958343204,0.999990495,0.00019475,0.958343204,1.208,1
1.209,0.95849381,0.999990535,0.000194984,0.95849381,1.209,1
1.21,0.958644416,0.999990576,0.000195218,0.958644416,1.21,1
1.211,0.958795021,0.999990616,0.000195452,0.958795021,1.211,1
1.212,0.958945627,0.999990657,0.000195686,0.958945627,1.212,1
1.213,0.959096233,0.999990698,0.00019592,0.959096233,1.213,1
1.214,0.959246838,0.999990738,0.000196154,0.959246838,1.214,1
1.215,0.959397444,0.999990779,0.000196389,0.959397444,1.215,1
1.216,0.95954805,0.999990819,0.000196623,0.95954805,1.216,1
1.217,0.959698655,0.99999086,0.000196857,0.959698655,1.217,1
1.218,0.959849261,0.999990901,0.000197091,0.959849261,1.218,1
1.219,0.959999867,0.999990941,0.000197325,0.959999867,1.219,1
1.22,0.960150472,0.999990982,0.000197559,0.960150472,1.22,1
1.221,0.960301078,0.999991022,0.000197793,0.960301078,1.221,1
1.222,0.960451684,0.999991063,0.000198027,0.960451684,1.222,1
1.223,0.960602289,0.999991104,0.000198262,0.960602289,1.223,1
1.224,0.960752895,0.999991144,0.000198496,0.960752895,1.224,1
1.225,0.960903501,0.999991185,0.00019873,0.960903501,1.225,1
1.226,0.961054106,0.999991225,0.000198964,0.961054106,1.226,1
1.227,0.961204712,0.999991266,0.000199198,0.961204712,1.227,1
1.228,0.961355317,0.999991307,0.000199432,0.961355317,1.228,1
1.229,0.961505923,0.999991347,0.000199666,0.961505923,1.229,1
1.23,0.961656529,0.999991388,0.000199901,0.961656529,1.23,1
1.231,0.961807134,0.999991428,0.000200135,0.961807134,1.231,1
1.232,0.96195774,0.999991469,0.000200369,0.96195774,1.232,1
1.233,0.962108346,0.99999151,0.000200603,0.962108346,1.233,1
1.234,0.962258951,0.99999155,0.000200837,0.962258951,1.234,1
1.235,0.962409557,0.999991591,0.000201071,0.962409557,1.235,1
1.236,0.962560163,0.999991631,0.000201305,0.962560163,1.236,1
1.237,0.962710768,0.999991672,0.000201539,0.962710768,1.237,1
1.238,0.962861374,0.999991713,0.000201774,0.962861374,1.238,1
1.239,0.96301198,0.999991753,0.000202008,0.96301198,1.239,1
1.24,0.963162585,0.999991794,0.000202242,0.963162585,1.24,1
1.241,0.963313191,0.999991834,0.000202476,0.963313191,1.241,1
1.242,0.963463797,0.999991875,0.00020271,0.963463797,1.242,1
1.243,0.963614402,0.999991916,0.000202944,0.963614402,1.243,1
1.244,0.963765008,0.999991956,0.000203178,0.963765008,1.244,1
1.245,0.963915614,0.999991997,0.000203412,0.963915614,1.245,1
1.246,0.964066219,0.999992037,0.000203647,0.964066219,1.246,1
1.247,0.964216825,0.999992078,0.000203881,0.964216825,1.247,1
1.248,0.96436743,0.999992119,0.000204115,0.96436743,1.248,1
1.249,0.964518036,0.999992159,0.000204349,0.964518036,1.249,1
1.25,0.964668642,0.9999922,0.000204583,0.964668642,1.25,1
1.251,0.964819247,0.99999224,0.000204817,0.964819247,1.251,1
1.252,0.964969853,0.999992281,0.000205051,0.964969853,1.252,1
1.253,0.965120459,0.999992322,0.000205285,0.965120459,1.253,1
1.254,0.965271064,0.999992362,0.00020552,0.965271064,1.254,1
1.255,0.96542167,0.999992403,0.000205754,0.96542167,1.255,1
1.256,0.965572276,0.999992443,0.000205988,0.965572276,1.256,1
1.257,0.965722881,0.999992484,0.000206222,0.965722881,1.257,1
1.258,0.965873487,0.999992525,0.000206456,0.965873487,1.258,1
1.259,0.966024093,0.999992565,0.00020669,0.966024093,1.259,1
1.26,0.966174698,0.999992606,0.000206924,0.966174698,1.26,1
1.261,0.966325304,0.999992646,0.000207159,0.966325304,1.261,1
1.262,0.96647591,0.999992687,0.000207393,0.96647591,1.262,1
1.263,0.966626515,0.999992728,0.000207627,0.966626515,1.263,1
1.264,0.966777121,0.999992768,0.000207861,0.966777121,1.264,1
1.265,0.966927727,0.999992809,0.000208095,0.966927727,1.265,1
1.266,0.967078332,0.99999285,0.000208329,0.967078332,1.266,1
1.267,0.967228938,0.99999289,0.000208563,0.967228938,1.267,1
1.268,0.967379544,0.999992931,0.000208797,0.967379544,1.268,1
1.269,0.967530149,0.999992971,0.000209032,0.967530149,1.269,1
1.27,0.967680755,0.999993012,0.000209266,0.967680755,1.27,1
1.271,0.96783136,0.999993053,0.0002095,0.96783136,1.271,1
1.272,0.967981966,0.999993093,0.000209734,0.967981966,1.272,1
1.273,0.968132572,0.999993134,0.000209968,0.968132572,1.273,1
1.274,0.968283177,0.999993174,0.000210202,0.968283177,1.274,1
1.275,0.968433783,0.999993215,0.000210436,0.968433783,1.275,1
1.276,0.968584389,0.999993256,0.00021067,0.968584389,1.276,1
1.277,0.968734994,0.999993296,0.000210905,0.968734994,1.277,1
1.278,0.9688856,0.999993337,0.000211139,0.9688856,1.278,1
1.279,0.969036206,0.999993377,0.000211373,0.969036206,1.279,1
1.28,0.969186811,0.999993418,0.000211607,0.969186811,1.28,1
1.281,0.969251723,0.999993433,0.000211842,0.969251723,1.281,1
1.282,0.969316635,0.999993449,0.000212077,0.969316635,1.282,1
1.283,0.969381547,0.999993464,0.000212312,0.969381547,1.283,1
1.284,0.969446459,0.99999348,0.000212547,0.969446459,1.284,1
1.285,0.969511371,0.999993495,0.000212782,0.969511371,1.285,1
1.286,0.969576283,0.999993511,0.000213017,0.969576283,1.286,1
1.287,0.969641195,0.999993526,0.000213252,0.969641195,1.287,1
1.288,0.969706107,0.999993542,0.000213487,0.969706107,1.288,1
1.289,0.969771019,0.999993557,0.000213722,0.969771019,1.289,1
1.29,0.969835931,0.999993573,0.000213957,0.969835931,1.29,1
1.291,0.969900843,0.999993588,0.000214192,0.969900843,1.291,1
1.292,0.969965755,0.999993604,0.000214427,0.969965755,1.292,1
1.293,0.970030667,0.999993619,0.000214662,0.970030667,1.293,1
1.294,0.970095579,0.999993635,0.000214897,0.970095579,1.294,1
1.295,0.970160491,0.99999365,0.000215132,0.970160491,1.295,1
1.296,0.970225402,0.999993666,0.000215367,0.970225402,1.296,1
1.297,0.970290314,0.999993681,0.000215602,0.970290314,1.297,1
1.298,0.970355226,0.999993697,0.000215837,0.970355226,1.298,1
1.299,0.970420138,0.999993712,0.000216072,0.970420138,1.299,1
1.3,0.97048505,0.999993728,0.000216307,0.97048505,1.3,1
1.301,0.970549962,0.999993743,0.000216542,0.970549962,1.301,1
1.302,0.970614874,0.999993759,0.000216777,0.970614874,1.302,1
1.303,0.970679786,0.999993774,0.000217012,0.970679786,1.303,1
1.304,0.970744698,0.99999379,0.000217247,0.970744698,1.304,1
1.305,0.97080961,0.999993805,0.000217482,0.97080961,1.305,1
1.306,0.970874522,0.999993821,0.000217717,0.970874522,1.306,1
1.307,0.970939434,0.999993836,0.000217952,0.970939434,1.307,1
1.308,0.971004346,0.999993852,0.000218187,0.971004346,1.308,1
1.309,0.971069258,0.999993867,0.000218422,0.971069258,1.309,1
1.31,0.97113417,0.999993883,0.000218657,0.97113417,1.31,1
1.311,0.971199082,0.999993898,0.000218892,0.971199082,1.311,1
1.312,0.971263994,0.999993914,0.000219127,0.971263994,1.312,1
1.313,0.971328906,0.999993929,0.000219362,0.971328906,1.313,1
1.314,0.971393818,0.999993945,0.000219597,0.971393818,1.314,1
1.315,0.971458729,0.99999396,0.000219832,0.971458729,1.315,1
1.316,0.971523641,0.999993976,0.000220067,0.971523641,1.316,1
1.317,0.971588553,0.999993991,0.000220302,0.971588553,1.317,1
1.318,0.971653465,0.999994007,0.000220537,0.971653465,1.318,1
1.319,0.971718377,0.999994022,0.000220772,0.971718377,1.319,1
1.32,0.971783289,0.999994038,0.000221007,0.971783289,1.32,1
1.321,0.971848201,0.999994053,0.000221242,0.971848201,1.321,1
1.322,0.971913113,0.999994069,0.000221477,0.971913113,1.322,1
1.323,0.971978025,0.999994084,0.000221712,0.971978025,1.323,1
1.324,0.972042937,0.9999941,0.000221947,0.972042937,1.324,1
1.325,0.972107849,0.999994115,0.000222182,0.972107849,1.325,1
1.326,0.972172761,0.999994131,0.000222417,0.972172761,1.326,1
1.327,0.972237673,0.999994146,0.000222652,0.972237673,1.327,1
1.328,0.972302585,0.999994162,0.000222887,0.972302585,1.328,1
1.329,0.972367497,0.999994177,0.000223122,0.972367497,1.329,1
1.33,0.972432409,0.999994193,0.000223357,0.972432409,1.33,1
1.331,0.972497321,0.999994208,0.000223592,0.972497321,1.331,1
1.332,0.972562233,0.999994224,0.000223827,0.972562233,1.332,1
1.333,0.972627144,0.999994239,0.000224062,0.972627144,1.333,1
1.334,0.972692056,0.999994255,0.000224297,0.972692056,1.334,1
1.335,0.972756968,0.99999427,0.000224532,0.972756968,1.335,1
1.336,0.97282188,0.999994286,0.000224767,0.97282188,1.336,1
1.337,0.972886792,0.999994301,0.000225003,0.972886792,1.337,1
1.338,0.972951704,0.999994317,0.000225238,0.972951704,1.338,1
1.339,0.973016616,0.999994332,0.000225473,0.973016616,1.339,1
1.34,0.973081528,0.999994348,0.000225708,0.973081528,1.34,1
1.341,0.97314644,0.999994363,0.000225943,0.97314644,1.341,1
1.342,0.973211352,0.999994379,0.000226178,0.973211352,1.342,1
1.343,0.973276264,0.999994394,0.000226413,0.973276264,1.343,1
1.344,0.973341176,0.99999441,0.000226648,0.973341176,1.344,1
1.345,0.973406088,0.999994425,0.000226883,0.973406088,1.345,1
1.346,0.973471,0.999994441,0.000227118,0.973471,1.346,1
1.347,0.973535912,0.999994456,0.000227353,0.973535912,1.347,1
1.348,0.973600824,0.999994472,0.000227588,0.973600824,1.348,1
1.349,0.973665736,0.999994487,0.000227823,0.973665736,1.349,1
1.35,0.973730648,0.999994503,0.000228058,0.973730648,1.35,1
1.351,0.97379556,0.999994518,0.000228293,0.97379556,1.351,1
1.352,0.973860471,0.999994534,0.000228528,0.973860471,1.352,1
1.353,0.973925383,0.999994549,0.000228763,0.973925383,1.353,1
1.354,0.973990295,0.999994565,0.000228998,0.973990295,1.354,1
1.355,0.974055207,0.99999458,0.000229233,0.974055207,1.355,1
1.356,0.974120119,0.999994596,0.000229468,0.974120119,1.356,1
1.357,0.974185031,0.999994611,0.000229703,0.974185031,1.357,1
1.358,0.974249943,0.999994627,0.000229938,0.974249943,1.358,1
1.359,0.974314855,0.999994642,0.000230173,0.974314855,1.359,1
1.36,0.974379767,0.999994658,0.000230408,0.974379767,1.36,1
1.361,0.974413336,0.999994665,0.000230634,0.974413336,1.361,1
1.362,0.974446905,0.999994673,0.000230861,0.974446905,1.362,1
1.363,0.974480474,0.999994681,0.000231087,0.974480474,1.363,1
1.364,0.974514042,0.999994688,0.000231313,0.974514042,1.364,1
1.365,0.974547611,0.999994696,0.00023154,0.974547611,1.365,1
1.366,0.97458118,0.999994703,0.000231766,0.97458118,1.366,1
1.367,0.974614749,0.999994711,0.000231993,0.974614749,1.367,1
1.368,0.974648318,0.999994718,0.000232219,0.974648318,1.368,1
1.369,0.974681887,0.999994726,0.000232445,0.974681887,1.369,1
1.37,0.974715455,0.999994734,0.000232672,0.974715455,1.37,1
1.371,0.974749024,0.999994741,0.000232898,0.974749024,1.371,1
1.372,0.974782593,0.999994749,0.000233125,0.974782593,1.372,1
1.373,0.974816162,0.999994756,0.000233351,0.974816162,1.373,1
1.374,0.974849731,0.999994764,0.000233577,0.974849731,1.374,1
1.375,0.9748833,0.999994771,0.000233804,0.9748833,1.375,1
1.376,0.974916868,0.999994779,0.00023403,0.974916868,1.376,1
1.377,0.974950437,0.999994786,0.000234257,0.974950437,1.377,1
1.378,0.974984006,0.999994794,0.000234483,0.974984006,1.378,1
1.379,0.975017575,0.999994802,0.000234709,0.975017575,1.379,1
1.38,0.975051144,0.999994809,0.000234936,0.975051144,1.38,1
1.381,0.975084712,0.999994817,0.000235162,0.975084712,1.381,1
1.382,0.975118281,0.999994824,0.000235389,0.975118281,1.382,1
1.383,0.97515185,0.999994832,0.000235615,0.97515185,1.383,1
1.384,0.975185419,0.999994839,0.000235841,0.975185419,1.384,1
1.385,0.975218988,0.999994847,0.000236068,0.975218988,1.385,1
1.386,0.975252557,0.999994855,0.000236294,0.975252557,1.386,1
1.387,0.975286125,0.999994862,0.000236521,0.975286125,1.387,1
1.388,0.975319694,0.99999487,0.000236747,0.975319694,1.388,1
1.389,0.975353263,0.999994877,0.000236973,0.975353263,1.389,1
1.39,0.975386832,0.999994885,0.0002372,0.975386832,1.39,1
1.391,0.975420401,0.999994892,0.000237426,0.975420401,1.391,1
1.392,0.97545397,0.9999949,0.000237653,0.97545397,1.392,1
1.393,0.975487538,0.999994907,0.000237879,0.975487538,1.393,1
1.394,0.975521107,0.999994915,0.000238105,0.975521107,1.394,1
1.395,0.975554676,0.999994923,0.000238332,0.975554676,1.395,1
1.396,0.975588245,0.99999493,0.000238558,0.975588245,1.396,1
1.397,0.975621814,0.999994938,0.000238785,0.975621814,1.397,1
1.398,0.975655383,0.999994945,0.000239011,0.975655383,1.398,1
1.399,0.975688951,0.999994953,0.000239237,0.975688951,1.399,1
1.4,0.97572252,0.99999496,0.000239464,0.97572252,1.4,1
1.401,0.975756089,0.999994968,0.00023969,0.975756089,1.401,1
1.402,0.975789658,0.999994975,0.000239917,0.975789658,1.402,1
1.403,0.975823227,0.999994983,0.000240143,0.975823227,1.403,1
1.404,0.975856796,0.999994991,0.000240369,0.975856796,1.404,1
1.405,0.975890364,0.999994998,0.000240596,0.975890364,1.405,1
1.406,0.975923933,0.999995006,0.000240822,0.975923933,1.406,1
1.407,0.975957502,0.999995013,0.000241049,0.975957502,1.407,1
1.408,0.975991071,0.999995021,0.000241275,0.975991071,1.408,1
1.409,0.97602464,0.999995028,0.000241501,0.97602464,1.409,1
1.41,0.976058209,0.999995036,0.000241728,0.976058209,1.41,1
1.411,0.976091777,0.999995044,0.000241954,0.976091777,1.411,1
1.412,0.976125346,0.999995051,0.000242181,0.976125346,1.412,1
1.413,0.976158915,0.999995059,0.000242407,0.976158915,1.413,1
1.414,0.976192484,0.999995066,0.000242633,0.976192484,1.414,1
1.415,0.976226053,0.999995074,0.00024286,0.976226053,1.415,1
1.416,0.976259622,0.999995081,0.000243086,0.976259622,1.416,1
1.417,0.97629319,0.999995089,0.000243313,0.97629319,1.417,1
1.418,0.976326759,0.999995096,0.000243539,0.976326759,1.418,1
1.419,0.976360328,0.999995104,0.000243765,0.976360328,1.419,1
1.42,0.976393897,0.999995112,0.000243992,0.976393897,1.42,1
1.421,0.976427466,0.999995119,0.000244218,0.976427466,1.421,1
1.422,0.976461035,0.999995127,0.000244445,0.976461035,1.422,1
1.423,0.976494603,0.999995134,0.000244671,0.976494603,1.423,1
1.424,0.976528172,0.999995142,0.000244897,0.976528172,1.424,1
1.425,0.976561741,0.999995149,0.000245124,0.976561741,1.425,1
1.426,0.97659531,0.999995157,0.00024535,0.97659531,1.426,1
1.427,0.976628879,0.999995165,0.000245577,0.976628879,1.427,1
1.428,0.976662447,0.999995172,0.000245803,0.976662447,1.428,1
1.429,0.976696016,0.99999518,0.000246029,0.976696016,1.429,1
1.43,0.976729585,0.999995187,0.000246256,0.976729585,1.43,1
1.431,0.976763154,0.999995195,0.000246482,0.976763154,1.431,1
1.432,0.976796723,0.999995202,0.000246709,0.976796723,1.432,1
1.433,0.976830292,0.99999521,0.000246935,0.976830292,1.433,1
1.434,0.97686386,0.999995217,0.000247161,0.97686386,1.434,1
